,question1,question2,is_duplicate,kw
468,For how long does anti rabies immunity last?,"What are the risks of the rabies vaccine in humans, and how long does the protection last?",1,"['protect', 'vaccine']"
469,Why did Hillary Clinton lie about Benghazi being attacked for a video instead of being honest to America?,Why did Hillary lie about Benghazi and say it was because of a video? Was she trying to protect Obama's re-election chances?,1,['protect']
470,What are the best foods and/or diet plan for weight gain?,What are some healthy weight gaining diet plans?,1,['health']
471,What is the best diet for weight lose?,How can I lose weight through diet and healthy eating?,1,['health']
472,How do I gain weight in naturally way?,How do I gain healthy weight without eating junk?,1,['health']
473,What is the best way to delete a computer virus?,How do I get rid of a computer virus?,1,['virus']
474,Why we need Antivirus for computer?,Do we really need an antivirus software installed in our PC/laptop?,1,['virus']
475,Does homeopathic medicine work?,What is homeopathy? How does it work?,1,['medicine']
476,Is it healthy to eat fish every day?,Is it healthy to eat instant white oats every day?,1,['health']
477,Are both type 1 and type 2 diabetes patients at the risk of death?,What is major difference between type 1 and type 2 diabetes?,1,['patient']
478,How does eating one meal a day help a person lose weight? How do people maintain that weight loss?,Is eating one healthy meal per day plus lots of water a good way to lose weight?,1,['health']
479,Why did Lord Rama break the bow of Lord Shiva?,Why  did Lord Rama break the bow of Siva?,1,['hiv']
480,I have a incurable disease. My wife left me because she can have more fun without me. She hung in for a while. Why?,I have an incurable disease. My wife left me because she can have more fun without me. She hung in for a while. Why?,1,['disease']
481,How can we be certain that vaccines are safe and that the research isn't slanted and fabricated by vaccine companies to suit their interests?,How can we be sure that vaccine companies don't slant their studies to suit their own interests?,1,['vaccine']
482,CALL@@@@@### US Talk@AVG^! |! ^1800*@251*@4919 AVG Antivirus Tech Support phone number?,Fix@~ 1.8009315079 AVG Antivirus technical support phone number?,1,['virus']
483,How do I copyright a website?,How do I protect my website?,1,['protect']
484,How long can an astronaut survive in space without a spacesuit?,"How long could a person survive in ""outer space"" without any special clothing or protection?",1,['protect']
485,How can I lose 20 pounds in 3 weeks without feeling inconvenienced or jeopardizing my health?,What are some ways to lose 20 pounds in 3 weeks?,1,['health']
486,Is it likely to get pregnant during day 3 of my period with unprotected sex?,What are the chances of getting pregnant 3 days after the period is over?,1,['protect']
487,What types of diets can best fit me to lose 20 pounds in 3 weeks?,How can I lose 20 pounds in 3 weeks without feeling inconvenienced or jeopardizing my health?,1,['health']
488,"When Is the Earth more protected from the Sun solar wind or EM radiation, summer or autumn?","When Is the Earth more protected from the Sun EM radiation, summer or autumn?",1,['protect']
489,Epics of India: What are some of the best images of Lord Shiva?,What are some of the best images of Lord Shiva?,1,['hiv']
490,What are the different ways of earning healthy pocket money for a student in India?,What are the different ways of earning money as a college student in India?,1,['health']
491,How can I avoid sleepiness during lectures?,How can I prevent myself from zoning out during lectures?,1,['prevent']
492,What causes borderline personality disorder? What are the symptoms?,What causes borderline personality disorder?,1,['symptom']
493,Is it too late to start medical school at 32?,I am 24. Is it too late to get into medicine?,1,['medicine']
494,Are there any natural cures for herpes?,Is there really a natural treatment/cure for herpes?,1,['treatment']
495,What is the best way to delete a computer virus?,What is the best way to delete a virus?,1,['virus']
496,How do computer viruses work?,How do computer viruses spread and what way do they affect computers?,1,['virus']
497,How can I gain healthy weight and mass?,What are the healthy ways of gaining weight and muscles?,1,['health']
498,Which is the best book to know more about lord Shiva?,What are the good books which will help to know about Lord Shiva?,1,['hiv']
499,"*1-(800) 439–2178* BITDEFENDER Antivirus Tech Support Number, BITDEFENDER Antivirus Support Phone Number?",Hi Bitdefender *1-(800) 251-4919* Bitdefender Antivirus Tech Support phone Number?,1,['virus']
500,Which film will you watch this Diwali (28th October 2016): Shivaay or Ae Dil Hai Mushkil?,Which film will you watch this weekend: Shivaay or Ae Dil Hai Mushkil?,1,['hiv']
501,Will starving yourself make you lose weight?,How can starving yourself to lose weight adversely affect your health?,1,['health']
502,How do phones get viruses?,How do you get a virus on your phone?,1,['virus']
503,How can I get rid of my acne?,Is there any treatment for acne?,1,['treatment']
504,Is it safe and healthy for dogs to eat cooked rib bones?,Why shouldn't dogs eat pork rib bones?,1,['health']
505,How can I make a healthy home made pizza?,How can I make healthy pizza? Is there any recipe for it?,1,['health']
506,What ever happened to Mad Cow Disease?,What was the mad cow disease? When did it happen?,1,['disease']
507,How can you lose 35 pounds in 3 months without compromising your health?,What are some diets you can take to lose 40 pounds in 3 months?,1,['health']
508,How does Pepto-Bismol help relieve the symptoms of diarrhea?,How does Pepto-Bismol help with diarrhea?,1,['symptom']
509,"What are the most common symptoms for pregnancy, and can you know with certainty if you are expecting without taking a test?",How can I know if I am pregnant without taking a test? What are the common symptoms?,1,['symptom']
510,What are the animals that are endangered in the United States and why?,"What animals in the United States are endangered, and what are they doing to protect them?",1,['protect']
511,How do I prevent my dog from chewing on my shoes?,How can I stop my dog from chewing my childrens toys?,1,['prevent']
512,Which is a suitable inpatient drug and alcohol rehab center in Jefferson County AL?,Which is a good inpatient drug and alcohol rehab center in Jefferson County AL?,1,['patient']
513,AVG antivirus technical support phone number to install AVG antivirus software setup?,Fix@~ 1.8009315079 AVG Antivirus technical support phone number?,1,['virus']
514,What should I do to get a glowing skin?,How do I get glowing healthy skin?,1,['health']
515,What will be the future of mental health treatment?,In what ways will mental health professions change in the next 20 years?,1,"['health', 'treatment']"
516,How can I cure my disease of act like a ruminant?,How can I cure my disease of acting like a ruminant?,1,['disease']
517,What are some symptoms of a bad idle air control sensor?,What are signs that you have a bad idle air control valve?,1,['symptom']
518,Can dogs eat peanut butter? Are there any risks involved?,Is it healthy for dogs to eat peanut butter?,1,['health']
519,"Do people with OCD repeat words and sentences? I found on multiple websites, that this is a symptom. Repetitive Speech and words?","Do people with OCD repeat words and sentences? I found on multiple websites that this is a symptom. Repetitive, Speech and words?",1,['symptom']
520,How can Modi government prevent black money by discontinuing 500 and 1000 notes?,Would banning notes of denominations 500 and 1000 help to curb the black money in system?,1,['prevent']
521,What are some good movies on mental illness?,What are the top 10 greatest movies about mental Illness?,1,['illness']
522,Where can I get dedicated & protecting fire and security services across the Sydney?,Where can I get very affordable fire and security protection service in Sydney?,1,['protect']
523,How can we prevent rapes in Delhi?,Is their any way to prevent rapes in Delhi?,1,['prevent']
524,What are causes of computer viruses?,What are some causes for computer viruses? How can you avoid them?,1,['virus']
525,How do viruses affect your computer and what can be done to clean them?,What are some causes for computer viruses? How can you avoid them?,1,['virus']
526,What are the health effects of chewing gum?,What are the health related disadvantages of chewing gum?,1,['health']
527,What are the symptoms of borderline personality disorder?,What are distinct symptoms of borderline personality disorder?,1,['symptom']
528,Is there any proper treatment for a migraine which will cure a migraine?,What is the best remedy or treatment for migraine relief?,1,['treatment']
529,Is Arvind Kejriwal's party justified in saying “An MLA is more important than a dying patient “ ?,Is Arvind Kejriwal's Aam Aadmi Party justified in saying “An MLA is more important than a dying patient “?,1,['patient']
530,Are Hillary Clinton's health issues that serious or is the media blowing it out of proportion?,Is all the speculation about Hillary Clinton's health unfair or justified?,1,['health']
531,How does expiry date is calculated for medicins?,How do pharmaceutical compute the expiry date of a medicine?,1,['medicine']
532,Why can sinusitis cause facial numbness?,Why do sinus infections cause facial numbness?,1,['infect']
533,How do I avoid sleep while studying?,How can we prevent ourselves from sleeping while studying?,1,['prevent']
534,How do we protect our ideas from being copied by others?,How can I prevent an idea from being copied?,1,"['protect', 'prevent']"
535,How can I get healthy hair without any hair treatment?,How do I get have healthy hair?,1,"['health', 'treatment']"
536,How can the shingles kill you?,How bad can shingles be as a disease?,1,['disease']
537,Why do we need antivirus software?,Do we really need an antivirus software installed in our PC/laptop?,1,['virus']
538,I have an untreatable and life-long disabling neurological disease. What is the easiest and most painless way I can commit suicide?,Is there some painless way to suicide?,1,['disease']
539,"What should I know about human behavior if I want to love more, hate less and be patient in life?","What should I know about human behaviour if I want to love, less hate and be patient in life?",1,['patient']
540,What causes borderline personality disorder? What are the symptoms?,What causes borderline personality disorder and when?,1,['symptom']
541,Where can I get cheap pest control service in Sydney?,Where can I get very preventive pest control services in Sydney?,1,['prevent']
542,Do vaccines cause autism?,Does the MMR vaccine cause autism?,1,['vaccine']
543,What are the symptoms of a bad speed sensor?,What are the symptoms of a bad transmission speed sensor?,1,['symptom']
544,What are the healthiest things to eat for breakfast?,What is the best thing to eat for breakfast?,1,['health']
545,What are the benefits of drinking mint tea?,What are the health benefits of mint tea?,1,['health']
546,Does Hillary Clinton have Parkinson's Disease?,Does Hillary Clinton have Parkinson's?,1,['disease']
547,What are some healthy habits that every one should follow daily in order to maintain a happy and healthy life?,What are some 5 daily habits that every human being must adopt?,1,['health']
548,Is a tempered glass screen protector for a phone worth it? Does it really protect your phone from drops?,"If you drop an iPhone with a tempered glass screen protector, will it really protect the screen from shattering?",1,['protect']
549,Should I eat 3 eggs a day?,Is it unhealthy to eat three eggs a day?,1,['health']
550,How do I stay fit and healthy both physically and mentally?,How do you stay mentally and physically healthy?,1,['health']
551,Can I upload a selfie on facebook that I took with a pediatric patient? Is it against patient confidentiality ethics?,Can I upload a selfie in Facebook that I took with a paediatric patient? Is it against patient confidentiality ethics?,1,['patient']
552,Does jock itch medicine have the capacity to mutate or damage sperm?,Will medicine for jock itch damage & mutate my sperm?,1,['medicine']
553,Why is Autism symptoms different in females?,Why are Autism symptoms different in women?,1,['symptom']
554,What will prevent the fake currency makers across the border to print the new Rs.500 and Rs.2000 notes?,How secured is the new 2000 and 500 currency notes?,1,['prevent']
555,How much vitamin C should I take a day?,Is it healthy to ingest 500 mg of vitamin c a day? Should I be taking more or less?,1,['health']
556,How do I send a Trojan virus to a cell phone?,How do I send a virus to another cell phone via text?,1,['virus']
557,Can you donate blood if you have herpes?,Can you donate blood if you have the herpes virus?,1,['virus']
558,How do you prepare for a blizzard?,How can blizzards be prevented? How should you prepare for a blizzard?,1,['prevent']
559,Inner operations at cps?,What are the inner operations at child protective services?,1,['protect']
560,How do I gain weight in naturally way?,How can I gain weight but also eat healthy?,1,['health']
561,Is eating bread good for health?,Why is bread bad for your health?,1,['health']
562,What is the most effective way to remove stretch marks?,What are effective ways to remove or prevent stretch marks?,1,['prevent']
563,What are the health benefits of drinking alkaline water?,What are the benefits of alkaline water? Alkaline sticks?,1,['health']
564,Was the Taj Mahal originally an ancient Hindu temple?,Taj mahal is tejo mahalaya ancient shiva temple?,1,['hiv']
565,How do plants fight off disease?,How do plants fight off disease? Do they have anything analogous to a basic immune system?,1,['disease']
566,Is eating bananas (or even banana shake) good for health or not?,Is eating bananas/banana shake good for health or not?,1,['health']
567,Which is the best medical university in Ukraine/Europe to study medicine?,"Which university is the best to study medicine in Ukraine, Europe?",1,['medicine']
568,Why does my laptop keep freezing? How can I prevent this from happening?,Why does my laptop keep freezing?,1,['prevent']
569,Is there any health benefits on Sleeping naked?,Are there any health benefits from sleeping naked?,1,['health']
570,Do you think obesity is a disease?,Is obesity a disease?,1,['disease']
571,How could I gain weight?,How do I gain some healthy weight?,1,['health']
572,What are the early and common signs of pregnancy?,What are common early pregnancy symptoms or signs that make you feel you may be pregnant?,1,['symptom']
573,What are the health benefits of drinking honey lemon water?,What are advantages of drinking warm water with lemon and honey in the morning?,1,['health']
574,How do I prevent Internet addiction?,How can I stop my internet addiction?,1,['prevent']
575,"My wife caught me cheating and she's asking me to do a HIV/AIDs test before having sex with me, is this right?","My wife asked me to do an HIV/AIDs test before having sex with her, is this right?",1,['hiv']
576,What are the symptoms of Asperger's syndrome?,What are the symptoms of Asperger syndrome?,1,['symptom']
577,Avg antivirus 1800</v\>251<’-‘>4919 Avg tech support phone number 24x7?,Install issues kya karu 1-800-439-2178 AVG Technical Antivirus Support | AVG Antivirus Customer Support Number ?,1,['virus']
578,How do I manage health anxiety?,How can I manage my anxiety?,1,['health']
579,Would starving yourself make you lose weight faster?,How can starving yourself to lose weight adversely affect your health?,1,['health']
580,What are some arguments for and against the classification of transgender as a mental illness?,How is being transgender not a mental illness?,1,['illness']
581,What should we do to prevent aids?,How do I prevent AIDS?,1,['prevent']
582,How do lose weight with healthy way?,How can I lose weight slowly and naturally?,1,['health']
583,How do I protect my company from hackers?,How do I protect my company from getting hacked?,1,['protect']
584,Can iOS devices get malware or viruses?,How can iPhones get viruses?,1,['virus']
585,What are the negative effects of sleep deprivation? Are any of them permanent?,What health effects does the lack of sleep have?,1,['health']
586,Who is the best doctor/dermatologist for hair fall treatment in Bangalore?,Who is best doctor for hair fall in bangalore?,1,['treatment']
587,Why are fathers are so protective over only daughters?,Why is my dad so protective over me?,1,['protect']
588,What are the positive medical effects of weed?,What are the health effects from smoking weed?,1,['health']
589,How can I (we) live long and healthy?,How do I live a healthy long life?,1,['health']
590,I masturbate often is that bad for my health?,Is too much masturbation bad for health?,1,['health']
591,What is the perfect diet chart for a patient with acute renal failure?,What is the perfect diet chart for a patient with chronic renal failure?,1,['patient']
592,How can we prevent ourselves from sleeping while studying?,How can I avoid sleeping during studying?,1,['prevent']
593,When will stem cell based tooth regeneration treatment be available?,When do you think it will be possible to regrow their own teeth via stem cell tooth regeneration?,1,['treatment']
594,Are mobiles harmful for the health?,Are mobiles harmful for health?,1,['health']
595,How do I get a glowing skin?,How do I get glowing healthy skin?,1,['health']
596,How does malt vinegar affect your health?,What health benefits does malt vinegar provide?,1,['health']
597,How can we slow down the global warming? In short steps. As an individual effort?,What's the most impactful thing I can do as an individual to prevent global warming?,1,['prevent']
598,What are the signs of borderline personality disorder?,What are the symptoms of borderline personality disorder?,1,['symptom']
599,What are the effects of long term sleep deprivation?,What health effects does the lack of sleep have?,1,['health']
600,What is the advantage of studying medicine in Ukraine?,What are the advantage of studying medicine in Ukraine?,1,['medicine']
601,Do hackers use other people IP's to use it has a proxy/VPN to cover their tracks? How do they do this and how can I protect myself from that?,Do Hackers use other people IP's as a Proxy/VPN to cover their tracks? How they do this? And how can i protect myself from it?,1,['protect']
602,"Why is some inflation ""healthy"" for the economy?",Why it is important to maintain certain inflation in an economy?,1,['health']
603,Can regular long distance running help prevent cancer?,Does running reduce the risk of cancer?,1,['prevent']
604,Do Anti-Virus companies create Virus to stay in buisness?,Do anti-virus companies write viruses to create business for themselves?,1,['virus']
605,Why do most cleaners only kill 99.9 germs?,Why does disinfectant only kill 99% of germs!?,1,['infect']
606,What does Hillary Clinton plan to do with illegal immigrants?,What does Hillary Clinton plan to do to prevent illegal immigrants from entering the country?,1,['prevent']
607,If masturbation is good for health explain?,Does regular masturbation have any health effects?,1,['health']
608,Is it bad for health to eat eggs every day?,Is it healthy to eat instant white oats every day?,1,['health']
609,Is being transgender considered a mental illness? How do we know?,Should being transgender be considered a mental illness?,1,['illness']
610,What is the best method to lose 20 pounds in 4 weeks or less?,Is there a healthy and safe way to lose about 20 pounds in a month and keep it off?,1,['health']
611,How do I stay healthy as a vegan?,How do I stay healthy as a vegan? What vegan athletes eat?,1,['health']
612,I have an untreatable and life-long disabling neurological disease. What is the easiest and most painless way I can commit suicide?,What are some painless ways to commit suicide?,1,['disease']
613,Will Hillary Clinton win the Presidential election?,Will Hillary Clinton win the US presidential elections in 2016 and prevent us from another war?,1,['prevent']
614,What are some good movies on mental illness?,Can you think of any great movies about mental illness?,1,['illness']
615,Is milk good or bad for health?,Is milk actually good or bad for your health?,1,['health']
616,"Is Purina Puppy Chow considered a good food for puppies? If so, what are the health benefits?",How good is Purina Puppy Chow for my puppies and how does it compare to other brands?,1,['health']
617,How can Modi government prevent black money by discontinuing 500 and 1000 notes?,How will the ban on 500 and 1000 rupee note stop black money?,1,['prevent']
618,What are simple ways to keep healthy and fit?,What are 3 simple ways to keep healthy?,1,['health']
619,How can I get rid of blackheads?,What are some remedies for getting rid of and preventing blackheads?,1,['prevent']
620,How do I prevent myself from dozing off during lectures?,How can I prevent myself from zoning out during lectures?,1,['prevent']
621,How do I keep my kidneys healthy?,How do I keep a healthy kidney?,1,['health']
622,What does the understanding in disease for knowing how to deactivate it have to do with relieving illness symptoms through drugs?,What does balancing an unbalanced body have to do with treating patient's illness symptoms through drugs?,1,"['disease', 'patient', 'symptom', 'illness']"
623,How do I prevent myself from dozing off during lectures?,How can I keep myself awake during boring lectures?,1,['prevent']
624,What are some tricks to prevent laziness and procrastination?,How do I get rid of laziness and procrastination?,1,['prevent']
625,What are the contributing factors that predispose a person to borderline personality disorder?,What causes borderline personality disorder? What are the symptoms?,1,['symptom']
626,Is there anything that can be done to prevent a child from inheriting its parents bad eyesight?,Is there anything that can be done to prevent a child from inheriting its parents' bad eyesight?,1,['prevent']
627,How can I convince a conservative that transgenderism isn't a mental disease?,Why isn't transgenderism considered a disease?,1,['disease']
628,Are there any health complications if you force yourself to lose 25 pounds in 1 month?,What are some ways to lose 25 pounds in one month?,1,['health']
629,What are the side effects of Sugar Free Natura?,Does Sugar Free Natura have any side effects for health?,1,['health']
630,What daily habits can someone adopt to lead a more productive life?,What are some healthy habits that every one should follow daily in order to maintain a happy and healthy life?,1,['health']
631,What are some ways to lose weight fast?,How can you lose weight fast in a healthy way?,1,['health']
632,What are some of the most contagious diseases in the world?,What is the most contagious disease on Earth?,1,['disease']
633,How can I prevent myself from zoning out during lectures?,How should I avoid sleeping during lectures?,1,['prevent']
634,Do most people get Alzheimer's disease in their lives?,Is it true that most people get Alzheimer's disease in their lives?,1,['disease']
635,"Do people with OCD repeat words and sentences? I found on multiple websites, that this is a symptom. Repetitive Speech and words?","Is it a symptom of OCD to repeat words? (Repetitive, words and speech)",1,['symptom']
636,What can I do to protect my song's copyright?,What is the best way to protect my music's copyright?,1,['protect']
637,How do I gain some healthy weight?,How do I gain weight?,1,['health']
638,I constantly feel like the people I'm around secretly hate me. Am I being paranoid?,I feel like I'm being very annoying and that people hate me. Is this a symptom of social anxiety or is it just me being paranoid?,1,['symptom']
639,What is the best way to delete a virus?,How do i delete an computer virus?,1,['virus']
640,What can I eat every day to be more healthy?,Is it healthy to eat fish every day?,1,['health']
641,What should I do to get healthy hair?,How do I get have healthy hair?,1,['health']
642,How does a antivirus work?,"In layman's terms, how does computer antivirus software work?",1,['virus']
643,I have an untreatable and life-long disabling neurological disease. What is the easiest and most painless way I can commit suicide?,What is the easiest and painless way to commit suicide?,1,['disease']
644,What is an healthy diet to be followed?,What does a healthy diet consist of?,1,['health']
645,Where can I get reliable fire protection service in Sydney?,Where can I get very useful fire protection services in Sydney?,1,['protect']
646,"How much water should a normal, healthy adult drink on a daily basis to avoid dehydration?",How much water to drink per day?,1,['health']
647,How is black money curbed with the ban of 1000 rupee notes and introducing new 500 and 2000 rupee notes?,How can Modi government prevent black money by discontinuing 500 and 1000 notes?,1,['prevent']
648,How do I raise a happy healthy puppy?,How do I raise a 4 months puppy?,1,['health']
649,What should I eat to gain weight?,What is the best weight gain treatment for gaining weight?,1,['treatment']
650,Is there any permanent treatment for thyroid?,Is there a permanent treatment available for Hypothyroidism and why are the TSH levels sometimes dynamically changed?,1,['treatment']
651,How healthy are Wheat Thins?,How healthy is Wheat Thins?,1,['health']
652,What could be the best possible diet plan for gaining healthy weight?,What is a good diet plan for a commuter that wants to gain weight?,1,['health']
653,How can Modi government prevent black money by discontinuing 500 and 1000 notes?,Replacing 500 and 1000 notes- how will this move reduce black money?,1,['prevent']
654,What is the best weight gain treatment for gaining weight?,What is the best way for underweight to gain weight?,1,['treatment']
655,Is alcohol bad for health? Why?,Is alcohol really bad for health?,1,['health']
656,What is the best weight gain treatment for gaining weight?,How do I gain weight?,1,['treatment']
657,How can I prevent SQL injection in my site?,How do I prevent sql injection?,1,['prevent']
658,Does Hillary Clinton have any serious health issues?,Does Hillary Clinton have any known health issues that might keep her from running or succeeding in 2016?,1,['health']
659,How can lose 29 pounds in 2 months without affecting my health?,What are some diet regimes I can do to lose 29 pounds in 2 months?,1,['health']
660,Is there another way too help with sleep apnea without using a cpap machine?,How do I treat sleep apnea without CPAP mask?,1,['mask']
661,I have an untreatable and life-long disabling neurological disease. What is the easiest and most painless way I can commit suicide?,What is the easiest and most painless suicide method?,1,['disease']
662,How to prevent from pimples to break out inside the nose?,How can I avoid getting pimples inside my nose?,1,['prevent']
663,What could be the best possible diet plan for gaining healthy weight?,Which is the best food to gain weight?,1,['health']
664,Is parmesan cheese healthy or unhealthy?,Is dry parmesan cheese healthy or unhealthy?,1,['health']
665,What prevented Harry Potter from becoming an Obscurial?,Why didn't Harry become an Obscurial?,1,['prevent']
666,How can I prevent people from editing my anonymous Quora questions?,How can I block or disallow some one editing my questions?,1,['prevent']
667,What is cause for diabetes?,"What causes the ""sugar disease,"" diabetes?",1,['disease']
668,Is having sex regularly good for health?,Is it good for health to have sex regularly?,1,['health']
669,AVG antivirus technical support phone number to install AVG antivirus software setup?,Avg antivirus 1800</v\>251<’-‘>4919 Avg tech support phone number 24x7?,1,['virus']
670,Why is yawning considered to be contagious?,Is there an explanation to why yawning is infectious?,1,['infect']
671,What are the symptoms of overdosing on Naproxen?,What are the symptoms of overdosing on Naproxen? How can this be treated?,1,['symptom']
672,How Do You Protect Yourself from Dogs?,How do you protect yourself against an aggressive dog?,1,['protect']
673,Is good mental health just as important as good physical health?,How does mental health benefit physical health?,1,['health']
674,Will fears of Zika virus negatively impact the Rio Olympics?,Will zika virus effect Rio olympics?,1,['virus']
675,What is the best remedy or treatment for migraine relief?,Is there any permanent treatment for heavy migraine head ache?,1,['treatment']
676,Men's Health: What is stress?,What is stress and stress?,1,['health']
677,How can a girl saves herself from eveteasing in a deserted area using only presence of mind?,How can a girl protect herself from eveteasers in a deserted area using only presence of mind?,1,['protect']
678,Which is the most effective herbal remedy for weight loss?,Which is the best herbal medicine for weight loss?,1,['medicine']
679,How Do You Protect Yourself from Dogs?,What is the best way to save yourself from an attacking angry dog?,1,['protect']
680,Can you still get pregnant one day before menstruation?,Is it likely to get pregnant during day 3 of my period with unprotected sex?,1,['protect']
681,Why do women like being saved by men but then want equality?,Why is it that women want equality in everything yet want men to be chivalrous?,1,['hiv']
682,How healthy is whole wheat?,Is whole wheat toast healthy for you?,1,['health']
683,Can we eat Apple at night?,Is it healthy to eat an apple at night?,1,['health']
684,Is it humanly possible to lose 100 pounds in 2 months?,What would be some health complications if you force yourself to lose 100 pounds in 2 months?,1,['health']
685,How do I lose 5 kg weight within 7 days?,How can you lose weight fast in a healthy way?,1,['health']
686,Which is the best antivirus app for android mobiles?,What is the best Antivirus software to be installed for my Android phone?,1,['virus']
687,Why is olive oil a better option than vegetable oil?,"Is olive oil really healthier than other types of vegetable oil? If so, why?",1,['health']
688,Why does ISKCON deny Lord Shiva's Supremacy?,Why does iskon always deny lord Shivas supremacy?,1,['hiv']
689,How do I gain weight in a healthy way?,How do I gain weight fast but still be healthy?,1,['health']
690,What is the fastest and effective treatment for Impotence?,How do I overcome impotence?,1,['treatment']
691,How do I beat insomnia?,What is the best way to prevent insomnia?,1,['prevent']
692,How can I lose weight through diet and healthy eating?,How do I lose weight through diet only?,1,['health']
693,What are the symptoms of bipolar disorder and how to fight it?,What are the symptoms of bipolar disorder?,1,['symptom']
694,What are codes of conduct in health and social care and how are they used?,What is the code of conduct in health and social care? What are some examples?,1,['health']
695,Why do patients suffer from depression after a major surgery?,Why do I feel more depressed after major surgery?,1,['patient']
696,How do I stop a Pointer/Boxer mix puppy from chewing my shoes?,How do I prevent my dog from chewing cushions?,1,['prevent']
697,How does our diet affect our mental health?,How much does diet affect mental health?,1,['health']
698,What are signs of low blood sugar?,What are the symptoms for having low blood sugar?,1,['symptom']
699,Which health insurance company is best in India?,Which company is best for health insurance in India?,1,['health']
700,Can you eat same thing every day and get all the nutrition you need?,What same food should I eat every day to protect my health?,1,"['health', 'protect']"
701,Are LEVIPIL- 500mg and LEVERA - 500 mg same?,Are LEVIPIL- 500mg and LEVERA - 500 mg same medicine?,1,['medicine']
702,How do you prevent Quora from showing question related to a given topic?,How do I stop Quora from showing questions from a particular topic?,1,['prevent']
703,"What is the best medical university to study medicine in Ukraine, Europe and why?","Which university is the best to study medicine in Ukraine, Europe?",1,['medicine']
704,What causes a computer virus? How do you remove computer viruses on your PC?,How do viruses affect your computer and what can be done to clean them?,1,['virus']
705,How do lose weight with healthy way?,How do I lose fats and excessive weight from body?,1,['health']
706,How do I gain weight in naturally way?,How do I gain weight fast but still be healthy?,1,['health']
707,How do I get rid of a computer virus?,How do you remove a computer virus?,1,['virus']
708,Is there any permanent treatment of hypothyroidism?,Is there a permanent treatment available for Hypothyroidism and why are the TSH levels sometimes dynamically changed?,1,['treatment']
709,Does your face get prettier when you lose a lot of healthy weight?,Does your face get prettier when you lose a lot of weight?,1,['health']
710,What are some of the foods that I should eat to protect my eyesight?,What foods can I eat to improve my eyesight?,1,['protect']
711,Is eating oats and milk every day for breakfast healthy?,Is eating the same thing every day healthy?,1,['health']
712,"If I score 130 IQ (SD 15) as a 15 year old on a 18 year old test, how much would I score as a 18 year old on the same test?","Say I got an IQ of 130 as a 15 year old, what IQ score should I then expect to get when I turn 18 years old assuming I grow up healthy?",1,['health']
713,What are the negative effects of sleep deprivation? Are any of them permanent?,What are the health effects of extended sleep deprivation?,1,['health']
714,How do I gain weight in a healthy way?,How do I gain weight?,1,['health']
715,How do I stay healthy as a vegan?,How can I stay healthy as a vegetarian?,1,['health']
716,What can I do to protect myself if I know someone has my Social Security Number?,How will I know if someone uses my social security number? What can someone do with my SSN?,1,['protect']
717,How do you know if you have a computer virus or trojan?,How do I know if I have a computer virus?,1,['virus']
718,What is the best solution to reduce hairfall?,What's the best medicine for hairfall?,1,['medicine']
719,Is universal health care good? Why or why not?,Should the U.S. implement a universal health care? Why or why not?,1,['health']
720,What prevents electrons from falling into the nucleus?,"If opposite charges attract, what stops electrons from crashing into the nucleus? Should they not be attracted to the protons?",1,['prevent']
721,What is the best way to study medicine?,What's the best way of studying (medicine)?,1,['medicine']
722,Is there a healthy way to lose weight in two months?,What is best way to reduce weight in two months?,1,['health']
723,Is being transgender considered a delusion under psychological terms?,How is being transgender not a mental illness?,1,['illness']
724,What are the benefits of wheat grass juice?,Is wheat grass juice really healthy?,1,['health']
725,Boredom: How does one prevent oneself from getting bored?,What is the best way to prevent getting bored?,1,['prevent']
726,"In the novel ""The Phantom Of The Opera"" is Christine’s unmasking Erik (the opera ghost) a mistake? Or was it good for her to see his true face?","In the novel ""The Phantom Of The Opera"", is Christine’s unmasking of Erik (the phantom) a mistake? Or was it good?",1,['mask']
727,How long adenovirus (optical infections) can survive on a enviroment surface?,What’s the maximum time Adenovirus could survive and infect someone on a surface?,1,"['virus', 'infect']"
728,How do I prevent myself from being nervous?,How do I prevent myself from getting nervous in anything I do?,1,['prevent']
729,How can I get rid of the Ransom Virus ?,How do I get rid of ransomware virus?,1,['virus']
730,What should I do if my Vizio TV turns off by itself?,How can you prevent a Vizio TV from turning itself off?,1,['prevent']
731,Why do people stay in unhealthy or abusive relationships?,Why do people stay in poisonous relationships?,1,['health']
732,Do most people get Alzheimer's disease?,Is it true that most people get Alzheimer's disease in their lives?,1,['disease']
733,Why are smiles infectious?,What makes a smile infectious?,1,['infect']
734,Earth Science: Where is a Matlab land mask function for land/water grid cells on a 180x360 grid of the world?,Earth Science: Are there Matlab land/water mask functions for each of the oceans and continents on a 180x360 grid of the world?,1,['mask']
735,What exactly does borderline personality disorder mean? And what are the symptoms?,What are common symptoms of borderline personality disorder and is it better or worse to get a diagnosis?,1,['symptom']
736,How do I teach myself to pay attention and prevent my mind from wandering in school?,How do I stop my mind from wandering while I'm doing school work?,1,['prevent']
737,What is disease? What is epidemic?,What is a disease? What is an epidemic?,1,['disease']
738,Is green tea effective for fat loss?,Does green tea really burn fat in body and help us to maintain good health?,1,['health']
739,How do I prevent myself from dozing off during lectures?,How can I avoid sleepiness during lectures?,1,['prevent']
740,How do I gain weight in naturally way?,How can I gain healthy weight and mass?,1,['health']
741,Should animals be used for testing drugs and medicines?,Should animals be used for testing medicines and drugs?,1,['medicine']
