,question1,question2,is_duplicate,kw
1315,Is banana good for breakfast?,"What are some good, healthy breakfast meals?",0,['health']
1316,Why do women get special treatment?,What preferential treatment do women receive that aren't usually given to men?,0,['treatment']
1317,How can Android phones get viruses?,Can Android phones get viruses?,0,['virus']
1318,What disorders are more common in adult women than men?,Dear respected experts: What are the common symptoms of prostrate disorder in men. And what is the first thing men should do to cure it.?,0,['symptom']
1319,How can you break the ice with a patient during a non-emergency ambulance transport?,Why are ambulances white?,0,['patient']
1320,Is there an inpatient Drug and Alcohol Rehab Center in Modoc County California?,Is there an inpatient Drug and Alcohol Rehab Center in Inyo County California?,0,['patient']
1321,Can a substitute be used for a medicine if im using another medicine for few months now?,"Can you give me some references about reputable software developer agency around Mumbai, India?",0,['medicine']
1322,How do you explain the Western societies who criticize Muslim women for wearing hijab while fathers of kids are often found thru paternity tests?,Should there be mandatory paternity tests at birth to prevent men from denying paternity and to prevent women from intentionally naming the wrong men as the fathers of their children/lying about the paternities of their children?,0,['prevent']
1323,Can anyone recommend me some nice Turkish songs?,Is varicose vein problem completely sort out after proper treatment?,0,['treatment']
1324,What is the healthy weight for a 5'2 14 year old girl?,"My height is 5'1"" and weight is 60.3. I am a 23 year old girl. Are my measurements ok with my height, weight and age?",0,['health']
1325,India has only one time zone. What is the benefits of having multiple time zone?,How can we remove Virus which is affected in Windows 2012 server Without formatting?,0,['virus']
1326,Is blackseed really good for health?,What is good for your health?,0,['health']
1327,What disease do I have?,What disease do you think I have?,0,['disease']
1328,Why doesn't Voldemort torment the muggle world?,"On the night James and Lily died, James was ready to die for Lily & Harry. Why didn't the charm work like with Lily protecting Harry?",0,['protect']
1329,How long can a baby (healthily) stay in a mother's womb?,Why do babies kick while in the womb?,0,['health']
1330,Can we apply to SIBM Bangalore now that the date of application is over? Is there any way?,How did Steve Jobs stay so productive despite his fading health?,0,['health']
1331,Why does the magician wear a mask?,What should a magician wear?,0,['mask']
1332,How long after a traumatic event can you get PTSD?,Have your symptoms of PTSD diminished 20 years or more after the traumatic event?,0,['symptom']
1333,Have there been politicians who die of heart disease because of the fear of public speaking and the constant need for public speaking in the job?,Are U.S. presidents drug tested?,0,['disease']
1334,What does chives taste like? What recipes go well with it?,What herbs go well with spinach?,0,['hiv']
1335,How can a girl protect herself from an acid attack?,How can a woman save herself from burns in case of an acid attack?,0,['protect']
1336,What is the best printer to use to print lined paper for notebooks so that it doesn't curl or buckle?,Can Evernote or OneNote be used to substitute paper lab notebook that is legally valid for intellectual property protection purposes?,0,['protect']
1337,What are the best healthy snack ideas?,What are the best healthy snacks for kids?,0,['health']
1338,How can I prevent from getting ripped off when leasing a car?,What's the best way to get a good deal in a car lease?,0,['prevent']
1339,Is drinking too much Coke good for health?,Is drinking too much tap water bad for your health?,0,['health']
1340,Beauty Products: Why was DDF's Sulfur Therapeutic Mask discontinued?,What are the top three things which drive you nuts about beauty products?,0,['mask']
1341,How long will it be before we can grow tooth buds from stem cells and have them implanted in a dentists office?,When will stem cell based tooth regeneration treatment be available?,0,['treatment']
1342,Why did many ancient calendars have only 360 days in a year? Shouldn't they have known that it is actually closer to 365 days?,Can I get HIV by licking a hooker's pussy?,0,['hiv']
1343,How is the White House protected from a military offensive attack?,"Strategy: If you want to attack the White House, what would you do? Please list your plan.",0,['protect']
1344,What can happen if I get two flu shots by mistake?,Why is it a bad idea to take a flu shot when sick?,0,['flu ']
1345,"If i sex with girlfriend, can she force me to marry her?","A woman tempted me to have sex with her. After doing so, she broke the news that she is HIV Positive. Can I sue her?",0,['hiv']
1346,"Could a President or a presidential candidate do cocaine without the Secret Service knowing or knowing, do they have to report the crime?",What is the full story of Shiva since their birth?,0,['hiv']
1347,"Born on 23 May 1986, at 6:45 am. This year, having too many health issues. Can you please check my astrology?",Why are some paint brushes kept in a freezer between uses?,0,['health']
1348,How many known strains of the flu are there?,Why is the flu shot so cheap?,0,['flu ']
1349,How do you compare Spark with Hadoop/Hive stack? Anybody using it in production?,How secure is Apache Spark as compared to Hadoop?,0,['hiv']
1350,Why are tampons not easily available/popular or half as popular as sanitary pads in India?,"Which one is healthier, tampons or sanitary pads?",0,['health']
1351,What is the best state to form an LLC to hold my brokerage account? I'm looking for protection and live in NY State.,Question in MATLAB?,0,['protect']
1352,Why does rorschach wear a mask?,Why the black cat commandos wear mask?,0,['mask']
1353,May I take rabies injection after a week of dog bite?,Is 7 days too late for rabies vaccine after a possible non-bite exposure?,0,['vaccine']
1354,Why do the doctors put mask on their mouth during operation? Does the body stink during operation?,Why do doctors put curtains in an operation theatre?,0,['mask']
1355,How often should I remove my blackhead using a mask?,What is the best do-your-own recipe for a blackhead removal mask?,0,['mask']
1356,What are the do's and don't’s of a person suffering from epilepsy?,I suffer from borderline personality disorder and my boyfriend doesn't understand it. How do I help him understand so he will be more patient with me?,0,['patient']
1357,Does Kim Jong-un have a mental illness?,Can Kim Jong-Un speak English?,0,['illness']
1358,Is a tempered glass screen protector for a phone worth it? Does it really protect your phone from drops?,Would a tempered glass screen protector be better than a film one even if the glass protector doesn't completely reach the edges of the phone?,0,['protect']
1359,What are some symptoms of snow allergy?,What are symptoms of tree allergies?,0,['symptom']
1360,What motivational text message (SMS) would persuade you to get your butt back down to your gym or health club? Max 160 character answers please!,"I was wounded by a piece of rusty metal, but my wound shows no signs of infection. Can I get tetanus shot now? Please answer.",0,"['health', 'infect']"
1361,Http://www.fitclown.com/6-reason... #reasons #avoid #carbonated #drinks #healthy #man #SEO #PBN?,What are some good associations and social networks to join as a marketing director?,0,['health']
1362,Railway rac means?,"In the Macau SAR, do HKID holders get any favourable medical or hospital treatment?",0,['treatment']
1363,What are some of the best examples of gamification?,What are great examples of gamification in healthcare?,0,['health']
1364,Can marijuana change your mindset permanently?,What are the health effects of using marijuana?,0,['health']
1365,Can men use honey and lemon to remove a regular tan?,Can men use honey as a face mask?,0,['mask']
1366,Which company offers best health cover insurance in India including health check ups and tests?,Has anyone here tried Philips Lumea hair removal? Can I charge it several times or does it have an expiration date after limited use?,0,['health']
1367,Why do Indian Constitution doesn't have amendments to prevent nepotism in government?,If you are given power to amend Indian constitution what would be your first amendment?,0,['prevent']
1368,Why did Walter White not prevent Jane Margolis from asphyxiating even though he had half a million dollars?,Is it possible to do what Walter White did on season 1 episode 6? The thing he did to Tuco's crib.,0,['prevent']
1369,Do you think Karan Johar paid Kamaal R Khan 25 lacs to praise his movie Ae Dil Hai Mushkil and bash Shivaay?,Why is Karan Johar playing dirty game in Bollywood against Shivaay?,0,['hiv']
1370,"Is it okay to use masking tape on a painted wall while sticking up posters? If not, should I use regular scotch tape?",What is Washi Tape?,0,['mask']
1371,What are the ill effects of caffeinated drinks like coffee and tea on diabetic patients?,How it feels on the top of Mount Everest?,0,['patient']
1372,"How can I restore my old Twitter account, if I forgot my password and my unverified email address but I know my username?",I have an old Twitter account and I don't remember the password or email and it wasn't protected with a mobile number. How do I recover my Twitter account?,0,['protect']
1373,Why is it necessary to put a cap over the teeth after root canal treatment? And whats its cost ?,Where can I have a root canal treatment?,0,['treatment']
1374,What should everyone know about supplemental health insurance?,What do we know about the health effects of vaping?,0,['health']
1375,"From my symptoms, how do I decide if I have a urinary tract infection?",What causes the burning sensation in a urinary tract infection?,0,"['infect', 'symptom']"
1376,How does the disease affect the level of organization in an organism?,How is JBIMS for a person with 4 years of work experience in Deloitte consulting?,0,['disease']
1377,How do I eradicate child labour?,How can child labour be prevented?,0,['prevent']
1378,What are the symptoms of chronic ischemic microangiopathy?,What causes chronic ischemic microangiopathy?,0,['symptom']
1379,Should the guilty people who get death penalty be used for biological experiments or drug tests instead of finishing them off?,Do mental health workers get tested for drug use?,0,['health']
1380,Is it legal to do home delivery of prescription medicines like Healthkart Plus does?,How do I learn medicine at home?,0,"['health', 'medicine']"
1381,What does the United Nations do in promoting and protecting human rights?,What is the United Nations' Convention Act on the Rights of the Child of 1989 about?,0,['protect']
1382,Is wearing normal bands on hands bad for health?,Is it normal to wear a doctor uniform to sell Colgate or a health product? Is it a pro uniform or for an actor?,0,['health']
1383,How prepaid phone billing work? That's a huge volume of transactions; how do the companies sift through it?,What does the UK's Labour Party believe should be done to improve mental health care?,0,['health']
1384,"When you extract a blackhead, what is the stuff that comes out and why isn't it black?",What are some ways of preventing blackheads especially on the nose?,0,['prevent']
1385,Can my Linux Mint virtual machine infect other computers that share my Wi-Fi network?,Do 18 year olds have to sign a draft card?,0,['infect']
1386,Does swimming affect an ongoing anti hair fall treatment?,How can I check for microbial load in meat pie?,0,['treatment']
1387,Can a man with Hepatitis B impregnate a woman without infecting the child?,How hepatitis-B can be cured?,0,['infect']
1388,What are some of the most common traditional treatments and remedies for Malocchio?,Which is the most intimidating tribe/people Europeans faced during colonial times and what made them intimidating? (1500-1900),0,['treatment']
1389,What are some best hospital for mouth ulcer treatment between gurgaon and rewari area(in haryana)?,What are the remedies for mouth ulcers?,0,['treatment']
1390,Why is medical treatment costly in India?,Why can't all medical treatments be free of cost?,0,['treatment']
1391,What are symptoms of low sperm count?,How can we improve low sperm count?,0,['symptom']
1392,"What is the word which is a name of a sweet, movie, medicine, car, place, girl, doggy, and city?",इसका जवाब दो तो मानेंगे ::    1) एक sweet का नाम ?  2) एक medecine का नाम ?  3) एक film का नाम ?  4) एक लड़की का नाम.?  5) एक city का नाम ?  6) एक  car का नाम ?  7) एक जगह का नाम ?  8) एक  doggy का नाम ?   कोई ऐसा जवाब दो जो इन  8 का 1 ही नाम हो ?       Its a Challenge......,0,['medicine']
1393,After how many days pregnancy test kit can give result?,What are the common first signs of pregnancy? How can I tell if I'm pregnant? What are the symptoms?,0,['symptom']
1394,"What are the services with sports statistics? MMA, Hockey, boxing?",What is nanotechnology used for in medicine?,0,['medicine']
1395,Why do we need subnet mask?,"Is it possible to setup a dynamic custom subnet mask? If yes, then how?",0,['mask']
1396,Is Parkinson's Disease a cause of rejection in SSB Medical Test?,How do I completely remove negativity from my life and lead a happier life?,0,['disease']
1397,What does Amazon do if you receive your Prime package late?,My Amazon Prime Now is often late. What can I do to prevent this?,0,['prevent']
1398,Why is infrared cooking considered unhealthy?,What is infrared?,0,['health']
1399,How safe is it to eat raw eggs? Does it benefit your health in any way?,Are there harmful effects of eating raw eggs?,0,['health']
1400,"If I'm a felon in Alaska, what gun rights do I have?",Why is owning a gun a right while healthcare is a privilege in the US?,0,['health']
1401,My face always looks sleepy. What can I do to look fresh and active?,How can I make my face look healthy?,0,['health']
1402,What musical scale is this song in?,"HepatitisB- 12IU/ml. What is health condition? (done DNA test, amplification of 134bp)",0,['health']
1403,Which is a good inpatient drug and alcohol rehab center in Guthrie County IA?,Which is a good inpatient drug and alcohol rehab center in Carroll County IA?,0,['patient']
1404,Is there an inpatient Drug and Alcohol Rehab Center in San Diego County California?,Is there an inpatient Drug and Alcohol Rehab Center in San Mateo County California?,0,['patient']
1405,How can I get a neighbor's WiFi password?,Can anyone get the password of a protected WiFi network?,0,['protect']
1406,Which is a suitable inpatient drug and alcohol rehab center in Towns County GA?,Which is a suitable inpatient drug and alcohol rehab center in Walker County GA?,0,['patient']
1407,"Foreign muslim couple looking to get married in bangalore (near mathikere), what should we do and where should we go?",What should we girls be doing to prevent ourselves from getting raped in India? Should we not go out after 7 pm like my parents force me to?,0,['prevent']
1408,What is the best breed of cat for you?,What are the healthiest breeds of cat?,0,['health']
1409,"If you have read the novel Being Mortal by Atul Gawande, how has this book shifted your perception of the USA’s treatment of geriatric patients?",What are some of the most influential and important books you've read?,0,"['treatment', 'patient']"
1410,What can I do to gain some weight?,How could I gain weight in a healthy way?,0,['health']
1411,How do I recover a hacked instagram?,How do I prevent instagram from being hack?,0,['prevent']
1412,Why is running shirtless dangerous for your health?,"What I have to do after working as software engineer QA in networking for 11 months, I lost my job, I am trying in networking companies for same domain?",0,['health']
1413,"Why was the Abandonment of insurance law created in Philadelphia, PA?","Why was the Abandonment of a patient law created in Philadelphia, PA?",0,['patient']
1414,How to prevent sleep paralysis? Why does this occur?,Is there a cure for sleep paralysis?,0,['prevent']
1415,Is Hla b27 curable?,What is HLA-B27? What are its symptoms?,0,['symptom']
1416,Do/did you have health issues which were diagnosed too late because your parents ignored your complaints?,Why would I consider self managed superannuation fund (SMSF) outsourcing?,0,['health']
1417,Is it possible to not have mental illness and be insane?,Is it possible to have mental illness and not be insane?,0,['illness']
1418,Can you get sores from a yeast infection and how do you treat them?,How can you cure yeast infection sores?,0,['infect']
1419,Why did Vishnu and shiva fight?,Who would win a fight between Lord Vishnu and Lord Shiva?,0,['hiv']
1420,Does Zzzquil actually work?,"What are the best weight loss drugs, medicines, and supplements?",0,['medicine']
1421,"I hate killing mice, but they infest my house and carry disease. Release traps don't work. Sticky straps are the only way. How can I do it humanely?",What are the workings of sticky mouse traps?,0,['disease']
1422,"What is the word which is a name of a sweet, movie, medicine, car, and city?","What is the Greek word for ""sight""? What other words or names originate from that word?",0,['medicine']
1423,"If I go outside in cold weather below 60 F will I get arthritis, flu and a cold?","If water can get colder than its freezing point, i.e. dry ice cold, can the water (below zero degrees) keep food cold longer in an ice chest?",0,['flu ']
1424,"Is there a name for people who exploit certain people for their information or even personality, in order to impress others of their knowledge or kindness by pretending to be the people who they use?",Does shariah order death penalty for people who try to prevent others including their family members from accepting Islam?,0,['prevent']
1425,Why do I feel sticky after swimming in the ocean?,Is it healthy to swim in the ocean everyday?,0,['health']
1426,Which is the best health insurence policy in india(see details before answering)?,Which is the best health insurance provider in India?,0,['health']
1427,"Can you describe a ""quiet"" borderline in depth? How might all the symptoms be expressed?",What are some symptoms of borderline autism?,0,['symptom']
1428,How do I project my Android phone screen to my laptop?,How do I remove trade exchange virus from my android phone and windows laptop?,0,['virus']
1429,What is a good inpatient drug and alcohol rehab center in Lincoln County AR?,Which is a good inpatient drug and alcohol rehab center in Lafayette County AR?,0,['patient']
1430,Can my 75 years old father recover from pneumonia? He has diabetes and doctor is giving him insulin. doctors said the infection isnt that bad.,How do I install new Oracle Sparc Server?,0,['infect']
1431,What are some alternatives to appmakr.com?,What are alternatives to healthprofs.com?,0,['health']
1432,What is a suitable inpatient drug and alcohol rehab center near Habersham County GA?,What is a suitable inpatient drug and alcohol rehab center near Worth County GA?,0,['patient']
1433,What is a healthy diet for people with ADHD?,What does a healthy diet consist of?,0,['health']
1434,Dos Gorilla Glass 3 need a screen protector or not?,Is tempered glass stronger than gorilla glass 3?,0,['protect']
1435,"How does Kylo Ren have Darth Vader's full helmet all melted together, if the top half of the mask was taken off by Luke in The Return of the Jedi?",Could Darth Vader have survived if he didn't take his mask off?,0,['mask']
1436,Jewelry: Is it healthy to sleep with my wedding ring on?,How do I make Mokume gane jewelry like a ring?,0,['health']
1437,What should I do about a computer virus?,What is a computer virus?,0,['virus']
1438,What are good retirement gifts for a male yoga teacher?,What disease can you get from public laundry?,0,['disease']
1439,How we get full marks in English in board exam?,Is it possible to make your hands (fingers) faster and more comfortable to play on guitar by any medical treatment?,0,['treatment']
1440,Is spinach juice healthy?,Is carrot juice healthy?,0,['health']
1441,I have TMJ (jaw) pain from the last 6 months but my MRI is fine. Will my health return to normal some day?,I resigned from my job 6 months back due to a health issue but now I m fit. Will these 6 months considered as black days in my IT career?,0,['health']
1442,What is the best messaging app you use that you feel takes care of your security?,What sort of application do you use to secure your protection?,0,['protect']
1443,Is the slow carb diet healthy? Why or why not?,What foods are in the slow carb diet?,0,['health']
1444,Justification of having an antivirus solution as against a firewall?,"How can I update my Vizio TV, and what can I do if I don't like the updates?",0,['virus']
1445,What is a suitable inpatient drug and alcohol rehab center near Spalding County GA?,What is a suitable inpatient drug and alcohol rehab center near Hart County GA?,0,['patient']
1446,What is the worst mental illness to have?,Is being a racist a mental illness?,0,['illness']
1447,Which is a suitable inpatient drug and alcohol rehab center near Limestone County AL?,Which is a suitable inpatient drug and alcohol rehab center near Walker County AL?,0,['patient']
1448,What are some foods in the Sahara desert?,How can the Sahara be protected?,0,['protect']
1449,What are the common first signs of pregnancy? How can I tell if I'm pregnant? What are the symptoms?,Is spotting always the sign of a pregnancy? How far along is one usually when this first happens?,0,['symptom']
1450,What are radioactive elements?,What are some radioactive elements in medicine?,0,['medicine']
1451,What is the difference between oral polio vaccine and inactivated polio vaccine (IPV)?,When was the polio vaccine developed?,0,['vaccine']
1452,Is eating Mullet fish healthy?,Fish: Why do mullet jump?,0,['health']
1453,I had my wisdom teeth pulled years ago and developed concussion symptoms. What can I do?,"I have fat only in my torso, neck and face. What kind of exercise should I perform to lose weight. Will jogging help?",0,['symptom']
1454,Who does not want universal health care in the United States? And why?,How does universal health care get paid for in the United States?,0,['health']
1455,Do we need a food license for a wholesale medicine shop in Assam?,Is balance of terror the best method to bring order in the international system?,0,['medicine']
1456,My gum is sore and it's causing pain to my teeth. How to treat it?,What causes an infection from a blood draw?,0,['infect']
1457,Can I eat only apples and bananas for three months?,How will my health be affected if I eat only bananas for 2 weeks?,0,['health']
1458,Is there any cure for Alopecia Areata?,What are the treatments for Alopecia Areata?,0,['treatment']
1459,What is the best medicine in homoeopathy for weight loss?,"What are the best weight loss drugs, medicines, and supplements?",0,['medicine']
1460,How unhealthy are Oreos?,Why is oreo so tasty?,0,['health']
1461,What is a suitable inpatient drug and alcohol rehab center near Spalding County GA?,Which is a good inpatient drug and alcohol rehab center near Lamar County GA?,0,['patient']
1462,Are there any cough medicines without acetaminophen?,How does cough medicine work?,0,['medicine']
1463,What are the chances of a person getting HIV after just one casual sexual encounter with a person who already has HIV/AIDS? Is it a possibility or a certainty?,Can a person with HIV get married?,0,['hiv']
1464,"Which one is healthier, tampons or sanitary pads?",What are the healthier alternatives to tampons and sanitary pads?,0,['health']
1465,What is the importance of histology in medicine?,What is the best method to study histology for mbbs?,0,['medicine']
1466,Which is a suitable inpatient drug and alcohol rehab center near Boundary County ID?,Which is a suitable inpatient drug and alcohol rehab center near Valley County ID?,0,['patient']
1467,Which is a suitable inpatient drug and alcohol rehab center near Carter County KY?,Which is a suitable inpatient drug and alcohol rehab center near Robertson County KY?,0,['patient']
1468,How do I stop a redirecting virus on Android in Google Chrome?,How do I remove a chrome redirect virus?,0,['virus']
1469,Is there any equivalent to a union for active duty military personnel?,Can the two U.S. service members who prevented the train massacre in France get any military decoration since they weren't on active duty?,0,['prevent']
1470,What are some examples of natural resources that can be found in New Jersey?,How do I find a Psychiatrist to also help me write a book? I haven't received treatment in years.,0,['treatment']
1471,Where can I look for investors for a biotechnology company involving stem cells and regenerative medicine?,What job would you do if money didn't matter?,0,['medicine']
1472,"My Mac got a virus. All I remember is that it said porn virus. What is that, how did I get it, and is it real or just a scam?",Why is Mac Cleaner a virus?,0,['virus']
1473,How can I protect my Python code but still make it available to run?,How do I run a Python code?,0,['protect']
1474,What is a suitable inpatient drug and alcohol rehab center near Clark County ID?,What is a suitable inpatient drug and alcohol rehab center near Boise County ID?,0,['patient']
1475,Can a healthy 30 year old die suddenly?,What are the odds of suddenly dying for a healthy 30-year-old?,0,['health']
1476,What abouthe shivaay review? What,The day before yesterday is Wednesday then what will be the day after tomorrow?,0,['hiv']
1477,My hair is curly from the front and straight everywhere else. Should I get a keratin straightening treatment?,What is the best way to make straight hair curly?,0,['treatment']
1478,Do I need maths for btech biotechnology?,I have generalized anxiety disorder. Can I still get the physical symptoms even when I'm not anxious?,0,['symptom']
1479,"Has anyone got a call from Mother Concern, a fake NGO requesting money for a child named Deepika? The no. is 9210382984.","Has anybody donated money to the Care and Concern foundation (Delhi, India) to help a child with medical treatment?",0,['treatment']
1480,How DID SHIVYOG CHANGE YOUR life?,Are pen-testing linux distros safer than others normal distros?,0,['hiv']
1481,The Top 10 English Melody Songs That You Like - List Down?,I'm going through chronic disease and find no meaning in living. Is it worth it?,0,['disease']
1482,"How can I prevent large fluctuations in volume when doing a voice over recording (live, not in post)?",Do any iPhone voice recorder apps have a feature that allows you to set times of day to automatically begin/end voice recording in the background?,0,['prevent']
1483,What is a good inpatient drug and alcohol rehab center near White County IL?,What is a good inpatient drug and alcohol rehab center near Gallatin County IL?,0,['patient']
1484,How do I solve Google Chrome not shutting down correctly?,My Google chrome is infected with virus. It redirects to another website and I cannot save my default page as google. How can I solve this problem?,0,"['virus', 'infect']"
1485,Which is a good inpatient drug and alcohol rehab center near New Haven County CT?,How much rupees can be exchanged to dollars per day?,0,['patient']
1486,Why didn’t European explorers/settlers catch diseases from the Native Americans? Why do we only hear of the deadly infections going one way?,Are there any beat-boxers in MIT & MIT-COE Pune?,0,"['disease', 'infect']"
1487,My friend had a virus that deleted a year's worth of Gmail that she needed. Is there any way to contact Google to restore this email?,What is the best way to delete all unwanted Emails in gmail?,0,['virus']
1488,"Has anyone benefited, health-wise, from essential oils?",Bda approved sites bangalore?,0,['health']
1489,What kind of antivirus should I use if I do a lot of torrent downloading and internet browsing?,How do I download series without using torrent?,0,['virus']
1490,Can fear deter people from committing crimes?,Can we use psychology and prevent people from committing crimes? If yes how ?,0,['prevent']
1491,What are the symptoms of chikungunya?,What are the symptoms of endometriosis?,0,['symptom']
1492,Today i consult a doctor regarding my hair fall and baldness he writes medicine for me can anyone tell me should I try these or not?,"Yesterday I accidentally hit a stray cat with my foot and I,m not sure whether it scratched me or not although there are no sign of scratches but still as a preventive measure should I consult a doctor?",0,"['prevent', 'medicine']"
1493,"How can I improve my note-taking? I'm trying to write the main concepts, but still end up with nearly everything that was said in the textbook.",I prepared for 3 years for upsc and when I was about to write mains I was diagonsed with a neurological disease. I see everything coming to an end in my life.How do I come out of it?,0,['disease']
1494,Does my phone have a virus?,What can a virus do to a phone?,0,['virus']
1495,Why most of the diseases are transmitted through mosquitoes?,What diseases are transmitted through saliva?,0,['disease']
1496,Will CoQ10 help with small vessel disease?,Have you ever been in unrequited love? What's your Zodiac sign and how do you deal with it?,0,['disease']
1497,Why doesn't Jimmy Wales start to make money from Wikipedia?,How does Jimmy Wales prevent himself from making a fortune by advertising on Wikipedia?,0,['prevent']
1498,"As a man, what are all the things I should do before conceiving a baby to optimize the health of the baby?","As a woman, what are all the things I should do before conceiving a baby to optimize the health of the baby?",0,['health']
1499,Is seltzer unhealthy?,Is sparkling seltzer water healthy?,0,['health']
1500,Which is a good inpatient drug and alcohol rehab center near Turner County GA?,Which is a good inpatient drug and alcohol rehab center near Lee County GA?,0,['patient']
1501,Which is a suitable inpatient drug and alcohol rehab center near Garland County AR?,What is a good inpatient drug and alcohol rehab center near Drew County AR?,0,['patient']
1502,What is a suitable inpatient drug and alcohol rehab center near Kankakee County IL?,What is a suitable inpatient drug and alcohol rehab center near Cook County IL?,0,['patient']
1503,What are the health benefits of drinking milk with badam rogan before going to sleep?,"Is it possible to burn 1000 calories each day? If yes, how?",0,['health']
1504,What are some things new employees should know going into their first day at TeamHealth?,What are some things new employees should know going into their first day at Stamps.com?,0,['health']
1505,Why don't you allow people from commenting on your answers?,Is it selfish and bigoted to prevent people from commenting on your answers?,0,['prevent']
1506,Which is the best anti virus for smartphones?,Which is the best anti-virus for computers?,0,['virus']
1507,What is life like in Portugal? Especially for women?,"What was sexual health like for women, especially prostitutes, in 1940s New Orleans?",0,['health']
1508,Is it possible for diabetes to skip a generation and then reappear again?,Why do diseases skip generations?,0,['disease']
1509,Which dog breed should the average person NOT own?,What is the breed of dog owned by Jim Carrey in movie The Mask?,0,['mask']
1510,Are Subway sandwiches unhealthy?,Is a vegetarian sandwich at Subway healthy?,0,['health']
1511,Where would be the worst place for a new virus to break out?,I really want to be rich because I'm so tired of poverty …what advice can you give me?,0,['virus']
1512,Which is a suitable inpatient drug and alcohol rehab center in Henderson County IL?,Which is a good inpatient drug and alcohol rehab center in Douglas County IL?,0,['patient']
1513,What do U.S. citizens think of the National Health Service (NHS) in the UK?,What do people in the UK think of the NHS?,0,['health']
1514,Can we permnantly cure from mental illness?,"When 95% of violent crime is committed by people without mental illnesses, why can't we pass a law that everyone must acquire a mental illness?",0,['illness']
1515,What is the actual reason of Chatrapati Shivaji Maharaj's death?,What is Shivaji Maharaj's birthday?,0,['hiv']
1516,What is eflu hostel life like? Are there strict timings for entry?,"I have brought Blu Vigo 5 in USA, is it support in India frequency band in specifically airtel…?",0,['flu ']
1517,Are are any options available for healthcare of immigrant parents not eligible for medicare and employer coverage?,Are there any other amazing design institutes like NID? (I am not eligible for NID because of age),0,['health']
1518,Do you need a DD-WRT router in order to benefit from all the features of a VPN? Is it necessary? I will be using hidemyass from Canada,Do Hackers use other people IP's as a Proxy/VPN to cover their tracks? How they do this? And how can i protect myself from it?,0,['protect']
1519,Is functional medicine a scam?,Is Fuckbook a scam?,0,['medicine']
1520,What are the best two words to describe life?,What is the best word or words to describe a healthy and simple life in English?,0,['health']
1521,What is a business insurance?,What is Business Protection Insurance?,0,['protect']
1522,Is it better to be a vegetarian or vegan than to be omnivorous?,How much healthier is it to be vegan than vegetarian?,0,['health']
1523,How do I treat ticks in rabbits since local vets have no experience and most dog/cat tick medicine is lethal to rabbits?,How do I treat ticks in rabbits? Local vets have no experience and most dog/cat tick medicine is lethal to rabbits,0,['medicine']
1524,What is space time singularity and and how many known dimensions are present?,Why is drinking mineral water not good for our health?,0,['health']
1525,Are people in Korea concerned with the health of people who perform muk-bang?,Who hates Japan more: the People's Republic of China or South Korea?,0,['health']
1526,What is the best treatment for hair loss?,What is your review of Hair Loss Treatments?,0,['treatment']
1527,My girlfriend love me but have lots of guy friends which stays over at night and we are in LDR?,How do I prevent losing muscle when I have a broken elbow?,0,['prevent']
1528,Recently I got really really angry and I peed my pants. Is this a common occurrence?,What are the common first signs of pregnancy? How can I tell if I'm pregnant? What are the symptoms?,0,['symptom']
1529,Who makes the ketchup for McDonalds and how is this recipe different from other fast food places?,"Fast Food: Which is healthier, McDonald's or KFC?",0,['health']
1530,I'm looking to lose weight (for some obvious reasons); I'm currently 5ft5 and 172 pounds. Any diet plans or weight loss exercises that could help me?,"I'm a latina 23 years old woman (Pear body) ... I've been gaining weight the last months and I want to start losing it, to feel confident and also for my health (I have diabetic people in my family), is there any diet and exercises that I could try?",0,['health']
1531,Are there any treatments for lung cancer using nebulizers and breathing in medicines or healthy substances?,Which is the best website to start freelancing in node.js?,0,"['health', 'treatment', 'medicine']"
1532,Ringworm infection remedy?,Thoughts are living things?,0,['infect']
1533,What are the causes of Oedipus complex? How can a patient be cured from this?,"What are some of the most modern, radical and opposing theories to Freud's Oedipus complex out there?",0,['patient']
1534,Every time I click something on a web page a new window opens showing some advertisement. I have the AdBlock extension in Chrome. Any solution to my problem?,I have installed an ad block extension on my Google Chrome yet some ads keep popping every time I open a tab. Is this a virus?,0,['virus']
1535,How can I tell if my strong urge to quit my job is a (temporary) symptom of my struggle with SPD or a call to really change something?,How do I tell my boss I want to quit my job?,0,['symptom']
1536,How do you deal with a disease when you know there's no cure for it?,By what year will all diseases have a cure?,0,['disease']
1537,What are the qualities and skills a person should possess to be an IFS officer?,What skills should a person possess to be a Data Loss Prevention Expert?,0,['prevent']
1538,What are the health benefits of a non-concentrated juice?,What are the health benefits of tomato juice from concentrate?,0,['health']
1539,Is it possible for a mosquito bite to inadvertently act as a vaccine?,Is every bite of mosquito in daytime is dangerous?,0,['vaccine']
1540,Have you ever called your opponents hand with air based on the fact that you have seen them folding when they assume their opponent has it?,What is the best health insurance for parents aged 60+ in india?,0,['health']
1541,Who is the masked lady in Season 2 of Game of Thrones?,What are some of the themes explored in Game of Thrones Season 2?,0,['mask']
1542,Can we prevent hair fall through medicine and lotions prescribed by doctors?,How do I target my YouTube videos to USA/UK viewers?,0,"['prevent', 'medicine']"
1543,What are the advantages and disadvantages of using hive plots to visualize complex networks?,"How do I live in my own world, not the amazing one I made up and pretend to live in?",0,['hiv']
